축제명,개최년도,축제기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율,index_x,도,시군구,normalized_index_x,df1_index,df2_index,회계연도,지역명,행사축제명,총비용,사업수익,순원가,시작월,종료월,index_y,normalized_index_y
강경젓갈축제,2018,5,50642,59291,108,110041,22008.2,,,,110041,46.02,53.88,0.1,0,강경젓갈축제2018,충남,논산시,강경젓갈축제2018,강경젓갈축제2018,강경젓갈축제2018,2018,충남,강경젓갈축제,825000000,183950000,641050000,10,10,강경젓갈축제2018,강경젓갈축제2018
강경젓갈축제,2022,5,57971,69910,19,127900,25580,22008.2,16.2,110041,17859,45.33,54.66,0.01,16.23,강경젓갈축제2022,충남,논산시,강경젓갈축제2022,강경젓갈축제2022,강경젓갈축제2022,2022,충남,강경젓갈축제,1003000000,0,1003000000,10,10,강경젓갈축제2022,강경젓갈축제2022
강경젓갈축제,2023,4,52282,71999,18,124299,31074.75,25580,21.5,127900,-3601,42.06,57.92,0.01,-2.82,강경젓갈축제2023,충남,논산시,강경젓갈축제2023,강경젓갈축제2023,강경젓갈축제2023,2023,충남,강경젓갈축제,1178086190,0,1178086190,10,10,강경젓갈축제2023,강경젓갈축제2023
강릉커피축제,2018,5,61368,82621,279,144268,28853.6,,,,144268,42.54,57.27,0.19,0,강릉커피축제2018,강원,강릉시,강릉커피축제2018,강릉커피축제2018,강릉커피축제2018,2018,강원,강릉커피축제,390445000,40000000,350445000,10,10,강릉커피축제2018,강릉커피축제2018
강릉커피축제,2019,4,98907,61246,743,160896,40224,28853.6,39.4,144268,16628,61.47,38.07,0.46,11.53,강릉커피축제2019,강원,강릉시,강릉커피축제2019,강릉커피축제2019,강릉커피축제2019,2019,강원,강릉커피축제,440000000,91000000,349000000,10,10,강릉커피축제2019,강릉커피축제2019
강릉커피축제,2022,4,144613,113950,128,258691,64672.75,40224,60.8,160896,97795,55.9,44.05,0.05,60.78,강릉커피축제2022,강원,강릉시,강릉커피축제2022,,,,,,,,,,,,
강릉커피축제,2023,4,170198,64362,156,234716,58679,64672.75,-9.3,258691,-23975,72.51,27.42,0.07,-9.27,강릉커피축제2023,강원,강릉시,강릉커피축제2023,,,,,,,,,,,,
강진청자축제,2018,7,20025,38289,316,58630,8375.7143,,,,58630,34.15,65.31,0.54,0,강진청자축제2018,전남,강진군,강진청자축제2018,강진청자축제2018,강진청자축제2018,2018,전남,강진청자축제,1320000000,0,1320000000,7,8,강진청자축제2018,강진청자축제2018
강진청자축제,2019,7,20437,34432,75,54944,7849.1429,8375.7143,-6.3,58630,-3686,37.2,62.67,0.14,-6.29,강진청자축제2019,전남,강진군,강진청자축제2019,강진청자축제2019,강진청자축제2019,2019,전남,강진청자축제,1265500000,0,1265500000,10,10,강진청자축제2019,강진청자축제2019
강진청자축제,2023,7,29091,54965,1,84057,12008.1429,7849.1429,53,54944,29113,34.61,65.39,0,52.99,강진청자축제2023,전남,강진군,강진청자축제2023,강진청자축제2023,강진청자축제2023,2023,전남,강진청자축제,949740970,0,949740970,2,3,강진청자축제2023,강진청자축제2023
고령대가야축제,2018,4,35988,43918,118,80024,20006,,,,80024,44.97,54.88,0.15,0,고령대가야축제2018,경북,고령군,고령대가야축제2018,고령대가야축제2018,대가야체험축제2018,2018,경북,대가야체험축제,1376548000,0,1376548000,4,4,대가야체험축제2018,대가야체험축제2018
고령대가야축제,2019,4,37307,54113,109,91529,22882.25,20006,14.4,80024,11505,40.76,59.12,0.12,14.38,고령대가야축제2019,경북,고령군,고령대가야축제2019,고령대가야축제2019,대가야체험축제2019,2019,경북,대가야체험축제,1250225000,0,1250225000,4,4,대가야체험축제2019,대가야체험축제2019
고령대가야축제,2022,4,38013,57655,1,95669,23917.25,22882.25,4.5,91529,4140,39.73,60.27,0,4.52,고령대가야축제2022,경북,고령군,고령대가야축제2022,,,,,,,,,,,,
고령대가야축제,2023,3,33054,55609,9,88672,29557.3333,23917.25,23.6,95669,-6997,37.28,62.71,0.01,-7.31,고령대가야축제2023,경북,고령군,고령대가야축제2023,,,,,,,,,,,,
곡성세계장미축제,2018,10,28680,286974,83,315737,31573.7,,,,315737,9.08,90.89,0.03,0,곡성세계장미축제2018,전남,곡성군,곡성세계장미축제2018,곡성세계장미축제2018,제8회 곡성세계장미축제2018,2018,전남,제8회 곡성세계장미축제,300000000,1319292000,-1019292000,5,5,제8회 곡성세계장미축제2018,제8회곡성세계장미축제2018
곡성세계장미축제,2019,10,30547,224771,175,255493,25549.3,31573.7,-19.1,315737,-60244,11.96,87.98,0.07,-19.08,곡성세계장미축제2019,전남,곡성군,곡성세계장미축제2019,곡성세계장미축제2019,제9회 곡성세계장미축제2019,2019,전남,제9회 곡성세계장미축제,410000000,980650000,-570650000,5,5,제9회 곡성세계장미축제2019,제9회곡성세계장미축제2019
곡성세계장미축제,2022,17,40689,257843,9,298541,17561.2353,25549.3,-31.3,255493,43048,13.63,86.37,0,16.85,곡성세계장미축제2022,전남,곡성군,곡성세계장미축제2022,곡성세계장미축제2022,제12회 곡성세계장미축제2022,2022,전남,제12회 곡성세계장미축제,820000000,0,820000000,5,6,제12회 곡성세계장미축제2022,제12회곡성세계장미축제2022
곡성세계장미축제,2023,10,35434,260955,17,296406,29640.6,17561.2353,68.8,298541,-2135,11.95,88.04,0.01,-0.72,곡성세계장미축제2023,전남,곡성군,곡성세계장미축제2023,곡성세계장미축제2023,제13회 곡성세계장미축제2023,2023,전남,제13회 곡성세계장미축제,745000000,0,745000000,5,5,제13회 곡성세계장미축제2023,제13회곡성세계장미축제2023
관악강감찬축제,2019,3,64056,49106,387,113549,37849.6667,,,,113549,56.41,43.25,0.34,0,관악강감찬축제2019,서울,관악구,관악강감찬축제2019,관악강감찬축제2019,관악강감찬축제2019,2019,서울,관악강감찬축제,501226650,0,501226650,10,10,관악강감찬축제2019,관악강감찬축제2019
관악강감찬축제,2022,3,87262,61107,44,148413,49471,37849.6667,30.7,113549,34864,58.8,41.17,0.03,30.7,관악강감찬축제2022,서울,관악구,관악강감찬축제2022,관악강감찬축제2022,관악강감찬축제2022,2022,서울,관악강감찬축제,520000000,0,520000000,10,10,관악강감찬축제2022,관악강감찬축제2022
관악강감찬축제,2023,3,75453,60602,265,136320,45440,49471,-8.1,148413,-12093,55.35,44.46,0.19,-8.15,관악강감찬축제2023,서울,관악구,관악강감찬축제2023,관악강감찬축제2023,관악강감찬축제2023,2023,서울,관악강감찬축제,570000000,110000000,460000000,10,10,관악강감찬축제2023,관악강감찬축제2023
광안리어방축제,2018,3,54801,98819,691,154311,51437,,,,154311,35.51,64.04,0.45,0,광안리어방축제2018,부산,수영구,광안리어방축제2018,광안리어방축제2018,광안리어방축제2018,2018,부산,광안리어방축제,669083900,264083903,404999997,4,4,광안리어방축제2018,광안리어방축제2018
광안리어방축제,2019,3,50017,76617,770,127404,42468,51437,-17.4,154311,-26907,39.26,60.14,0.6,-17.44,광안리어방축제2019,부산,수영구,광안리어방축제2019,광안리어방축제2019,광안리어방축제2019,2019,부산,광안리어방축제,726262270,221262270,505000000,4,4,광안리어방축제2019,광안리어방축제2019
광안리어방축제,2022,3,68438,104937,189,173564,57854.6667,42468,36.2,127404,46160,39.43,60.46,0.11,36.23,광안리어방축제2022,부산,수영구,광안리어방축제2022,광안리어방축제2022,광안리어방축제2022,2022,부산,광안리어방축제,775000000,75000000,700000000,10,10,광안리어방축제2022,광안리어방축제2022
광안리어방축제,2023,3,64075,115398,338,179811,59937,57854.6667,3.6,173564,6247,35.63,64.18,0.19,3.6,광안리어방축제2023,부산,수영구,광안리어방축제2023,광안리어방축제2023,광안리어방축제2023,2023,부산,광안리어방축제,1075000000,75000000,1000000000,5,5,광안리어방축제2023,광안리어방축제2023
광주김치축제,2018,4,48686,33154,57,81897,20474.25,,,,81897,59.45,40.48,0.07,0,광주김치축제2018,광주,서구,광주김치축제2018,광주김치축제2018,광주세계김치축제2018,2018,광주,광주세계김치축제,896642900,0,896642900,10,10,광주세계김치축제2018,광주세계김치축제2018
광주김치축제,2019,3,40874,29360,51,70285,23428.3333,20474.25,14.4,81897,-11612,58.15,41.77,0.07,-14.18,광주김치축제2019,광주,서구,광주김치축제2019,광주김치축제2019,광주세계김치축제2019,2019,광주,광주세계김치축제,1133952100,0,1133952100,10,10,광주세계김치축제2019,광주세계김치축제2019
광주김치축제,2022,4,159300,170000,38,329338,82334.5,23428.3333,251.4,70285,259053,48.37,51.62,0.01,368.58,광주김치축제2022,광주,서구,광주김치축제2022,광주김치축제2022,광주세계김치축제2022,2022,광주,광주세계김치축제,1013233150,0,1013233150,10,10,광주세계김치축제2022,광주세계김치축제2022
광주김치축제,2023,4,148203,160224,436,308863,77215.75,82334.5,-6.2,329338,-20475,47.98,51.88,0.14,-6.22,광주김치축제2023,광주,서구,광주김치축제2023,광주김치축제2023,광주세계김치축제2023,2023,광주,광주세계김치축제,1163876000,0,1163876000,11,11,광주세계김치축제2023,광주세계김치축제2023
괴산고추축제,2018,4,38254,53578,75,91907,22976.75,,,,91907,41.62,58.3,0.08,0,괴산고추축제2018,충북,괴산군,괴산고추축제2018,괴산고추축제2018,괴산고추축제2018,2018,충북,괴산고추축제,0,0,0,8,9,괴산고추축제2018,괴산고추축제2018
괴산고추축제,2019,4,39975,70971,152,111098,27774.5,22976.75,20.9,91907,19191,35.98,63.88,0.14,20.88,괴산고추축제2019,충북,괴산군,괴산고추축제2019,괴산고추축제2019,괴산고추축제2019,2019,충북,괴산고추축제,991815790,0,991815790,8,9,괴산고추축제2019,괴산고추축제2019
괴산고추축제,2022,4,50340,61335,9,111684,27921,27774.5,0.5,111098,586,45.07,54.92,0.01,0.53,괴산고추축제2022,충북,괴산군,괴산고추축제2022,괴산고추축제2022,괴산고추축제2022,2022,충북,괴산고추축제,1129331000,0,1129331000,9,9,괴산고추축제2022,괴산고추축제2022
괴산고추축제,2023,4,52928,79873,58,132859,33214.75,27921,19,111684,21175,39.84,60.12,0.04,18.96,괴산고추축제2023,충북,괴산군,괴산고추축제2023,괴산고추축제2023,괴산고추축제2023,2023,충북,괴산고추축제,1140000000,0,1140000000,8,9,괴산고추축제2023,괴산고추축제2023
군산시간여행축제,2018,3,93059,36403,90,129552,43184,,,,129552,71.83,28.1,0.07,0,군산시간여행축제2018,전북,군산시,군산시간여행축제2018,군산시간여행축제2018,군산시간여행축제2018,2018,전북,군산시간여행축제,653087850,50000000,603087850,9,9,군산시간여행축제2018,군산시간여행축제2018
군산시간여행축제,2019,3,90067,53838,72,143977,47992.3333,43184,11.1,129552,14425,62.56,37.39,0.05,11.13,군산시간여행축제2019,전북,군산시,군산시간여행축제2019,군산시간여행축제2019,군산시간여행축제2019,2019,전북,군산시간여행축제,637788680,30000000,607788680,10,10,군산시간여행축제2019,군산시간여행축제2019
군산시간여행축제,2022,4,134175,76724,42,210941,52735.25,47992.3333,9.9,143977,66964,63.61,36.37,0.02,46.51,군산시간여행축제2022,전북,군산시,군산시간여행축제2022,군산시간여행축제2022,군산시간여행축제2022,2022,전북,군산시간여행축제,817596300,70000000,747596300,10,10,군산시간여행축제2022,군산시간여행축제2022
군산시간여행축제,2023,4,179570,75490,135,255195,63798.75,52735.25,21,210941,44254,70.37,29.58,0.05,20.98,군산시간여행축제2023,전북,군산시,군산시간여행축제2023,군산시간여행축제2023,군산시간여행축제2023,2023,전북,군산시간여행축제,880673950,70000000,810673950,10,10,군산시간여행축제2023,군산시간여행축제2023
금산인삼축제,2018,10,215278,224894,443,440615,44061.5,,,,440615,48.86,51.04,0.1,0,금산인삼축제2018,충남,금산군,금산인삼축제2018,금산인삼축제2018,금산인삼축제2018,2018,충남,금산인삼축제,2124975949,0,2124975949,10,10,금산인삼축제2018,금산인삼축제2018
금산인삼축제,2019,10,232728,225600,2305,460633,46063.3,44061.5,4.5,440615,20018,50.52,48.98,0.5,4.54,금산인삼축제2019,충남,금산군,금산인삼축제2019,,,,,,,,,,,,
금산인삼축제,2022,11,300315,267140,56,567511,51591.9091,46063.3,12,460633,106878,52.92,47.07,0.01,23.2,금산인삼축제2022,충남,금산군,금산인삼축제2022,금산인삼축제2022,금산인삼축제2022,2022,충남,금산인삼축제,2500000000,0,2500000000,9,10,금산인삼축제2022,금산인삼축제2022
금산인삼축제,2023,10,297531,253536,432,551499,55149.9,51591.9091,6.9,567511,-16012,53.95,45.97,0.08,-2.82,금산인삼축제2023,충남,금산군,금산인삼축제2023,금산인삼축제2023,금산인삼축제2023,2023,충남,금산인삼축제,3500000000,0,3500000000,10,10,금산인삼축제2023,금산인삼축제2023
금호강바람소리길축제,2019,2,55369,54782,398,110549,55274.5,,,,110549,50.09,49.55,0.36,0,금호강바람소리길축제2019,대구,대구,금호강바람소리길축제2019,,,,,,,,,,,,
금호강바람소리길축제,2022,2,59401,69725,14,129140,64570,55274.5,16.8,110549,18591,46,53.99,0.01,16.82,금호강바람소리길축제2022,대구,대구,금호강바람소리길축제2022,금호강바람소리길축제2022,금호강 바람소리길 축제2022,2022,대구,금호강 바람소리길 축제,319564360,0,319564360,9,9,금호강 바람소리길 축제2022,금호강바람소리길축제2022
금호강바람소리길축제,2023,3,97531,102436,152,200119,66706.3333,64570,3.3,129140,70979,48.74,51.19,0.08,54.96,금호강바람소리길축제2023,대구,대구,금호강바람소리길축제2023,금호강바람소리길축제2023,금호강 바람소리길 축제2023,2023,대구,금호강 바람소리길 축제,469442320,0,469442320,9,9,금호강 바람소리길 축제2023,금호강바람소리길축제2023
김제지평선축제,2018,5,43630,69298,336,113264,22652.8,,,,113264,38.52,61.18,0.3,0,김제지평선축제2018,전북,김제시,김제지평선축제2018,김제지평선축제2018,김제지평선축제2018,2018,전북,김제지평선축제,1999700000,30000000,1969700000,10,10,김제지평선축제2018,김제지평선축제2018
김제지평선축제,2019,10,71992,112269,193,184454,18445.4,22652.8,-18.6,113264,71190,39.03,60.87,0.1,62.85,김제지평선축제2019,전북,김제시,김제지평선축제2019,김제지평선축제2019,김제지평선축제2019,2019,전북,김제지평선축제,2299000000,0,2299000000,9,10,김제지평선축제2019,김제지평선축제2019
김제지평선축제,2022,5,59096,89065,6,148167,29633.4,18445.4,60.7,184454,-36287,39.88,60.11,0,-19.67,김제지평선축제2022,전북,김제시,김제지평선축제2022,김제지평선축제2022,김제지평선축제2022,2022,전북,김제지평선축제,2069839350,0,2069839350,9,10,김제지평선축제2022,김제지평선축제2022
김제지평선축제,2023,5,57094,89480,77,146651,29330.2,29633.4,-1,148167,-1516,38.93,61.02,0.05,-1.02,김제지평선축제2023,전북,김제시,김제지평선축제2023,김제지평선축제2023,김제지평선축제2023,2023,전북,김제지평선축제,2034103760,0,2034103760,10,10,김제지평선축제2023,김제지평선축제2023
김해분청도자기축제,2018,10,90070,64702,288,155060,15506,,,,155060,58.09,41.73,0.19,0,김해분청도자기축제2018,경남,김해시,김해분청도자기축제2018,김해분청도자기축제2018,김해분청도자기축제2018,2018,경남,김해분청도자기축제,363307500,0,363307500,10,10,김해분청도자기축제2018,김해분청도자기축제2018
김해분청도자기축제,2019,10,69983,41811,321,112115,11211.5,15506,-27.7,155060,-42945,62.42,37.29,0.29,-27.7,김해분청도자기축제2019,경남,김해시,김해분청도자기축제2019,,,,,,,,,,,,
김해분청도자기축제,2022,10,115497,67566,26,183089,18308.9,11211.5,63.3,112115,70974,63.08,36.9,0.01,63.3,김해분청도자기축제2022,경남,김해시,김해분청도자기축제2022,김해분청도자기축제2022,김해분청도자기축제2022,2022,경남,김해분청도자기축제,381290000,0,381290000,10,10,김해분청도자기축제2022,김해분청도자기축제2022
김해분청도자기축제,2023,10,107345,57788,147,165280,16528,18308.9,-9.7,183089,-17809,64.95,34.96,0.09,-9.73,김해분청도자기축제2023,경남,김해시,김해분청도자기축제2023,김해분청도자기축제2023,김해분청도자기축제2023,2023,경남,김해분청도자기축제,386209830,20000000,366209830,10,10,김해분청도자기축제2023,김해분청도자기축제2023
남원춘향제,2018,5,40355,44830,42,85227,17045.4,,,,85227,47.35,52.6,0.05,0,남원춘향제2018,전북,남원시,남원춘향제2018,남원춘향제2018,춘향제2018,2018,전북,춘향제,1265844820,550000000,715844820,5,5,춘향제2018,춘향제2018
남원춘향제,2019,5,42233,35639,64,77936,15587.2,17045.4,-8.6,85227,-7291,54.19,45.73,0.08,-8.55,남원춘향제2019,전북,남원시,남원춘향제2019,남원춘향제2019,춘향제2019,2019,전북,춘향제,1212000000,310000000,902000000,5,5,춘향제2019,춘향제2019
남원춘향제,2022,5,59276,51267,3,110546,22109.2,15587.2,41.8,77936,32610,53.62,46.38,0,41.84,남원춘향제2022,전북,남원시,남원춘향제2022,남원춘향제2022,춘향제2022,2022,전북,춘향제,975658000,0,975658000,5,5,춘향제2022,춘향제2022
남원춘향제,2023,5,70626,63884,25,134535,26907,22109.2,21.7,110546,23989,52.5,47.49,0.02,21.7,남원춘향제2023,전북,남원시,남원춘향제2023,남원춘향제2023,춘향제2023,2023,전북,춘향제,1879723670,0,1879723670,5,5,춘향제2023,춘향제2023
담양대나무축제,2018,6,73102,166564,290,239956,39992.6667,,,,239956,30.46,69.41,0.12,0,담양대나무축제2018,전남,담양군,담양대나무축제2018,담양대나무축제2018,담양대나무축제2018,2018,전남,담양대나무축제,709129900,20000000,689129900,5,5,담양대나무축제2018,담양대나무축제2018
담양대나무축제,2019,6,77130,208406,398,285934,47655.6667,39992.6667,19.2,239956,45978,26.97,72.89,0.14,19.16,담양대나무축제2019,전남,담양군,담양대나무축제2019,담양대나무축제2019,담양대나무축제2019,2019,전남,담양대나무축제,734250000,170000000,564250000,5,5,담양대나무축제2019,담양대나무축제2019
담양대나무축제,2023,5,85117,126686,25,211828,42365.6,47655.6667,-11.1,285934,-74106,40.18,59.81,0.01,-25.92,담양대나무축제2023,전남,담양군,담양대나무축제2023,담양대나무축제2023,담양대나무축제2023,2023,전남,담양대나무축제,600000000,0,600000000,5,5,담양대나무축제2023,담양대나무축제2023
대구약령시한방문화축제,2018,5,68570,222713,549,291832,58366.4,,,,291832,23.5,76.32,0.19,0,대구약령시한방문화축제2018,대구,대구,대구약령시한방문화축제2018,,,,,,,,,,,,
대구약령시한방문화축제,2019,5,70912,234411,2371,307694,61538.8,58366.4,5.4,291832,15862,23.05,76.18,0.77,5.44,대구약령시한방문화축제2019,대구,대구,대구약령시한방문화축제2019,,,,,,,,,,,,
대구약령시한방문화축제,2022,5,57047,181569,57,238673,47734.6,61538.8,-22.4,307694,-69021,23.9,76.07,0.02,-22.43,대구약령시한방문화축제2022,대구,대구,대구약령시한방문화축제2022,,,,,,,,,,,,
대구약령시한방문화축제,2023,3,31703,106142,265,138110,46036.6667,47734.6,-3.6,238673,-100563,22.95,76.85,0.19,-42.13,대구약령시한방문화축제2023,대구,대구,대구약령시한방문화축제2023,대구약령시한방문화축제2023,약령시한방문화축제2023,2023,대구,약령시한방문화축제,20000000,0,20000000,5,5,약령시한방문화축제2023,약령시한방문화축제2023
대구치맥페스티벌,2018,5,105973,147276,467,253716,50743.2,,,,253716,41.77,58.05,0.18,0,대구치맥페스티벌2018,대구,대구,대구치맥페스티벌2018,대구치맥페스티벌2018,대구치맥페스티벌2018,2018,대구,대구치맥페스티벌,1848087691,0,1848087691,7,7,대구치맥페스티벌2018,대구치맥페스티벌2018
대구치맥페스티벌,2019,5,108254,140051,962,249267,49853.4,50743.2,-1.8,253716,-4449,43.43,56.19,0.39,-1.75,대구치맥페스티벌2019,대구,대구,대구치맥페스티벌2019,대구치맥페스티벌2019,대구치맥페스티벌2019,2019,대구,대구치맥페스티벌,1911879081,70000000,1841879081,7,7,대구치맥페스티벌2019,대구치맥페스티벌2019
대구치맥페스티벌,2022,5,85961,141431,12,227404,45480.8,49853.4,-8.8,249267,-21863,37.8,62.19,0.01,-8.77,대구치맥페스티벌2022,대구,대구,대구치맥페스티벌2022,대구치맥페스티벌2022,대구치맥페스티벌2022,2022,대구,대구치맥페스티벌,2182259481,30000000,2152259481,7,7,대구치맥페스티벌2022,대구치맥페스티벌2022
대구치맥페스티벌,2023,5,96663,130011,359,227033,45406.6,45480.8,-0.2,227404,-371,42.58,57.27,0.16,-0.16,대구치맥페스티벌2023,대구,대구,대구치맥페스티벌2023,대구치맥페스티벌2023,대구치맥페스티벌2023,2023,대구,대구치맥페스티벌,12420856644,0,12420856644,8,9,대구치맥페스티벌2023,대구치맥페스티벌2023
대전사이언스페스티벌,2018,4,111622,68855,828,181305,45326.25,,,,181305,61.57,37.98,0.46,0,대전사이언스페스티벌2018,대전,유성구,대전사이언스페스티벌2018,대전사이언스페스티벌2018,대전사이언스페스티벌2018,2018,대전,대전사이언스페스티벌,1215000000,15000000,1200000000,10,10,대전사이언스페스티벌2018,대전사이언스페스티벌2018
대전사이언스페스티벌,2019,4,106341,64139,355,170835,42708.75,45326.25,-5.8,181305,-10470,62.25,37.54,0.21,-5.77,대전사이언스페스티벌2019,대전,유성구,대전사이언스페스티벌2019,대전사이언스페스티벌2019,대전사이언스페스티벌2019,2019,대전,대전사이언스페스티벌,1160000000,15000000,1145000000,10,10,대전사이언스페스티벌2019,대전사이언스페스티벌2019
대전사이언스페스티벌,2022,4,121807,89456,59,211322,52830.5,42708.75,23.7,170835,40487,57.64,42.33,0.03,23.7,대전사이언스페스티벌2022,대전,유성구,대전사이언스페스티벌2022,대전사이언스페스티벌2022,대전사이언스페스티벌2022,2022,대전,대전사이언스페스티벌,1160000000,0,1160000000,10,10,대전사이언스페스티벌2022,대전사이언스페스티벌2022
대전사이언스페스티벌,2023,3,88731,77886,134,166751,55583.6667,52830.5,5.2,211322,-44571,53.21,46.71,0.08,-21.09,대전사이언스페스티벌2023,대전,유성구,대전사이언스페스티벌2023,대전사이언스페스티벌2023,대전사이언스페스티벌2023,2023,대전,대전사이언스페스티벌,1500000000,0,1500000000,10,10,대전사이언스페스티벌2023,대전사이언스페스티벌2023
대전효문화뿌리축제,2018,3,56648,57160,46,113854,37951.3333,,,,113854,49.75,50.2,0.04,0,대전효문화뿌리축제2018,대전,중구,대전효문화뿌리축제2018,대전효문화뿌리축제2018,효문화 뿌리축제2018,2018,대전,효문화 뿌리축제,829284800,130000000,699284800,10,10,효문화 뿌리축제2018,효문화뿌리축제2018
대전효문화뿌리축제,2019,3,65601,85582,501,151684,50561.3333,37951.3333,33.2,113854,37830,43.25,56.42,0.33,33.23,대전효문화뿌리축제2019,대전,중구,대전효문화뿌리축제2019,대전효문화뿌리축제2019,효문화 뿌리축제2019,2019,대전,효문화 뿌리축제,799324450,30000000,769324450,9,9,효문화 뿌리축제2019,효문화뿌리축제2019
대전효문화뿌리축제,2022,3,56474,69078,13,125565,41855,50561.3333,-17.2,151684,-26119,44.98,55.01,0.01,-17.22,대전효문화뿌리축제2022,대전,중구,대전효문화뿌리축제2022,대전효문화뿌리축제2022,대전효문화뿌리축제2022,2022,대전,대전효문화뿌리축제,815996600,16000000,799996600,10,10,대전효문화뿌리축제2022,대전효문화뿌리축제2022
대전효문화뿌리축제,2023,3,50972,73515,55,124542,41514,41855,-0.8,125565,-1023,40.93,59.03,0.04,-0.81,대전효문화뿌리축제2023,대전,중구,대전효문화뿌리축제2023,대전효문화뿌리축제2023,대전효문화뿌리축제2023,2023,대전,대전효문화뿌리축제,1192258000,300000000,892258000,10,10,대전효문화뿌리축제2023,대전효문화뿌리축제2023
동래읍성역사축제,2018,3,96887,105153,122,202162,67387.3333,,,,202162,47.93,52.01,0.06,0,동래읍성역사축제2018,부산,동래구,동래읍성역사축제2018,동래읍성역사축제2018,동래읍성역사축제2018,2018,부산,동래읍성역사축제,485000000,145000000,340000000,10,10,동래읍성역사축제2018,동래읍성역사축제2018
동래읍성역사축제,2019,3,104103,110827,184,215114,71704.6667,67387.3333,6.4,202162,12952,48.39,51.52,0.09,6.41,동래읍성역사축제2019,부산,동래구,동래읍성역사축제2019,동래읍성역사축제2019,동래읍성역사축제2019,2019,부산,동래읍성역사축제,446460000,45000000,401460000,10,10,동래읍성역사축제2019,동래읍성역사축제2019
