축제명,개최년도,축제기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율,index_x,도,시군구,normalized_index_x,df1_index,df2_index,회계연도,지역명,행사축제명,총비용,사업수익,순원가,시작월,종료월,index_y,normalized_index_y
정선아리랑제,2023,4,55977,33394,22,89393,22348.25,24071,-7.2,96284,-6891,62.62,37.36,0.02,-7.16,정선아리랑제2023,강원,정선군,정선아리랑제2023,,,,,,,,,,,,
제주들불축제,2018,4,214318,132354,2459,349131,87282.75,,,,349131,61.39,37.91,0.7,0,제주들불축제2018,제주,제주시,제주들불축제2018,제주들불축제2018,제주 들불축제2018,2018,제주,제주 들불축제,1688149440,0,1688149440,3,3,제주 들불축제2018,제주들불축제2018
제주들불축제,2019,4,196963,120675,6875,324513,81128.25,87282.75,-7.1,349131,-24618,60.69,37.19,2.12,-7.05,제주들불축제2019,제주,제주시,제주들불축제2019,제주들불축제2019,제주 들불축제2019,2019,제주,제주 들불축제,1629022750,2411000,1626611750,3,3,제주 들불축제2019,제주들불축제2019
제주들불축제,2023,4,243131,146579,114,389824,97456,81128.25,20.1,324513,65311,62.37,37.6,0.03,20.13,제주들불축제2023,제주,제주시,제주들불축제2023,제주들불축제2023,제주들불축제2023,2023,제주,제주들불축제,1368693000,0,1368693000,3,3,제주들불축제2023,제주들불축제2023
지용제,2018,4,99119,53603,60,152782,38195.5,,,,152782,64.88,35.08,0.04,0,지용제2018,충북,옥천군,지용제2018,지용제2018,지용제2018,2018,충북,지용제,326000000,0,326000000,5,5,지용제2018,지용제2018
지용제,2019,4,103208,71134,76,174418,43604.5,38195.5,14.2,152782,21636,59.17,40.78,0.04,14.16,지용제2019,충북,옥천군,지용제2019,지용제2019,지용제2019,2019,충북,지용제,326000000,0,326000000,5,5,지용제2019,지용제2019
지용제,2022,4,119926,65540,34,185500,46375,43604.5,6.4,174418,11082,64.65,35.33,0.02,6.35,지용제2022,충북,옥천군,지용제2022,지용제2022,지용제2022,2022,충북,지용제,349981150,30000000,319981150,4,11,지용제2022,지용제2022
지용제,2023,4,114939,69600,45,184584,46146,46375,-0.5,185500,-916,62.27,37.71,0.02,-0.49,지용제2023,충북,옥천군,지용제2023,지용제2023,지용제2023,2023,충북,지용제,450290000,25000000,425290000,5,11,지용제2023,지용제2023
진도신비의바닷길축제,2018,4,11300,23569,428,35297,8824.25,,,,35297,32.01,66.77,1.21,0,진도신비의바닷길축제2018,전남,진도군,진도신비의바닷길축제2018,진도신비의바닷길축제2018,진도신비의바닷길축제2018,2018,전남,진도신비의바닷길축제,770437140,0,770437140,5,5,진도신비의바닷길축제2018,진도신비의바닷길축제2018
진도신비의바닷길축제,2019,4,11563,26449,271,38283,9570.75,8824.25,8.5,35297,2986,30.2,69.09,0.71,8.46,진도신비의바닷길축제2019,전남,진도군,진도신비의바닷길축제2019,진도신비의바닷길축제2019,진도신비의바닷길축제2019,2019,전남,진도신비의바닷길축제,753979120,0,753979120,3,3,진도신비의바닷길축제2019,진도신비의바닷길축제2019
진도신비의바닷길축제,2023,3,12120,21158,7,33285,11095,9570.75,15.9,38283,-4998,36.41,63.57,0.02,-13.06,진도신비의바닷길축제2023,전남,진도군,진도신비의바닷길축제2023,진도신비의바닷길축제2023,진도 신비의 바닷길 축제2023,2023,전남,진도 신비의 바닷길 축제,899805690,0,899805690,4,4,진도 신비의 바닷길 축제2023,진도신비의바닷길축제2023
진안홍삼축제,2018,4,20748,50603,105,71456,17864,,,,71456,29.04,70.82,0.15,0,진안홍삼축제2018,전북,진안군,진안홍삼축제2018,진안홍삼축제2018,진안홍삼축제2018,2018,전북,진안홍삼축제,799863000,0,799863000,10,10,진안홍삼축제2018,진안홍삼축제2018
진안홍삼축제,2019,5,30516,69846,73,100435,20087,17864,12.4,71456,28979,30.38,69.54,0.07,40.56,진안홍삼축제2019,전북,진안군,진안홍삼축제2019,진안홍삼축제2019,진안홍삼축제2019,2019,전북,진안홍삼축제,850000000,0,850000000,10,10,진안홍삼축제2019,진안홍삼축제2019
진안홍삼축제,2022,4,29326,55999,6,85331,21332.75,20087,6.2,100435,-15104,34.37,65.63,0.01,-15.04,진안홍삼축제2022,전북,진안군,진안홍삼축제2022,진안홍삼축제2022,진안홍삼축제2022,2022,전북,진안홍삼축제,890389780,200000000,690389780,10,10,진안홍삼축제2022,진안홍삼축제2022
진안홍삼축제,2023,3,15717,30311,23,46051,15350.3333,21332.75,-28,85331,-39280,34.13,65.82,0.05,-46.03,진안홍삼축제2023,전북,진안군,진안홍삼축제2023,진안홍삼축제2023,진안홍삼축제2023,2023,전북,진안홍삼축제,999816770,215579584,784237186,9,9,진안홍삼축제2023,진안홍삼축제2023
진주유등축제,2018,14,377069,260803,763,638635,45616.7857,,,,638635,59.04,40.84,0.12,0,진주유등축제2018,경남,진주시,진주유등축제2018,진주유등축제2018,진주남강유등축제2018,2018,경남,진주남강유등축제,1832000000,20000000,1812000000,10,10,진주남강유등축제2018,진주남강유등축제2018
진주유등축제,2019,13,338899,242017,1302,582218,44786,45616.7857,-1.8,638635,-56417,58.21,41.57,0.22,-8.83,진주유등축제2019,경남,진주시,진주유등축제2019,진주유등축제2019,진주남강유등축제2019,2019,경남,진주남강유등축제,2499864208,99975000,2399889208,10,10,진주남강유등축제2019,진주남강유등축제2019
진주유등축제,2022,22,714686,406218,94,1120998,50954.4545,44786,13.8,582218,538780,63.75,36.24,0.01,92.54,진주유등축제2022,경남,진주시,진주유등축제2022,진주유등축제2022,진주남강유등축제2022,2022,경남,진주남강유등축제,2780000000,30000000,2750000000,10,10,진주남강유등축제2022,진주남강유등축제2022
진주유등축제,2023,15,409500,259942,542,669984,44665.6,50954.4545,-12.3,1120998,-451014,61.12,38.8,0.08,-40.23,진주유등축제2023,경남,진주시,진주유등축제2023,진주유등축제2023,진주남강유등축제2023,2023,경남,진주남강유등축제,2780000000,0,2780000000,10,10,진주남강유등축제2023,진주남강유등축제2023
천안흥타령축제,2018,5,141008,173032,1444,315484,63096.8,,,,315484,44.7,54.85,0.46,0,천안흥타령축제2018,충남,천안시,천안흥타령축제2018,천안흥타령축제2018,천안흥타령춤축제2018,2018,충남,천안흥타령춤축제,2547171521,400000000,2147171521,9,9,천안흥타령춤축제2018,천안흥타령춤축제2018
천안흥타령축제,2019,5,83362,49948,231,133541,26708.2,63096.8,-57.7,315484,-181943,62.42,37.4,0.17,-57.67,천안흥타령축제2019,충남,천안시,천안흥타령축제2019,천안흥타령축제2019,천안흥타령춤축제2019,2019,충남,천안흥타령춤축제,2537534464,350000000,2187534464,9,9,천안흥타령춤축제2019,천안흥타령춤축제2019
천안흥타령축제,2022,5,112893,75921,73,188887,37777.4,26708.2,41.4,133541,55346,59.77,40.19,0.04,41.44,천안흥타령축제2022,충남,천안시,천안흥타령축제2022,천안흥타령축제2022,천안흥타령춤축제2022,2022,충남,천안흥타령춤축제,2495703972,300000000,2195703972,9,9,천안흥타령춤축제2022,천안흥타령춤축제2022
천안흥타령축제,2023,5,106685,76898,411,183994,36798.8,37777.4,-2.6,188887,-4893,57.98,41.79,0.22,-2.59,천안흥타령축제2023,충남,천안시,천안흥타령축제2023,천안흥타령축제2023,천안흥타령춤축제2023,2023,충남,천안흥타령춤축제,2906180089,0,2906180089,10,10,천안흥타령춤축제2023,천안흥타령춤축제2023
청송사과축제,2018,4,28770,49876,54,78700,19675,,,,78700,36.56,63.37,0.07,0,청송사과축제2018,경북,청송군,청송사과축제2018,,,,,,,,,,,,
청송사과축제,2019,5,42731,70436,102,113269,22653.8,19675,15.1,78700,34569,37.73,62.18,0.09,43.93,청송사과축제2019,경북,청송군,청송사과축제2019,청송사과축제2019,청송사과축제2019,2019,경북,청송사과축제,610000000,0,610000000,10,11,청송사과축제2019,청송사과축제2019
청송사과축제,2022,5,51065,49028,1,100094,20018.8,22653.8,-11.6,113269,-13175,51.02,48.98,0,-11.63,청송사과축제2022,경북,청송군,청송사과축제2022,청송사과축제2022,청송사과축제2022,2022,경북,청송사과축제,839972590,0,839972590,11,11,청송사과축제2022,청송사과축제2022
청송사과축제,2023,5,49000,71646,22,120668,24133.6,20018.8,20.6,100094,20574,40.61,59.37,0.02,20.55,청송사과축제2023,경북,청송군,청송사과축제2023,청송사과축제2023,청송사과축제2023,2023,경북,청송사과축제,759995880,0,759995880,11,11,청송사과축제2023,청송사과축제2023
추억의충장축제,2018,3,70221,247882,275,318378,106126,,,,318378,22.06,77.86,0.09,0,추억의충장축제2018,광주,동구,추억의충장축제2018,추억의충장축제2018,추억의충장축제2018,2018,광주,추억의충장축제,1332130120,1010000000,322130120,1,12,추억의충장축제2018,추억의충장축제2018
추억의충장축제,2019,4,83828,296965,500,381293,95323.25,106126,-10.2,318378,62915,21.99,77.88,0.13,19.76,추억의충장축제2019,광주,동구,추억의충장축제2019,추억의충장축제2019,추억의충장축제2019,2019,광주,추억의충장축제,1435575,1170000,265575,10,10,추억의충장축제2019,추억의충장축제2019
추억의충장축제,2022,5,135397,301162,64,436623,87324.6,95323.25,-8.4,381293,55330,31.01,68.98,0.01,14.51,추억의충장축제2022,광주,동구,추억의충장축제2022,추억의충장축제2022,추억의충장축제2022,2022,광주,추억의충장축제,2932100062,2000000000,932100062,10,10,추억의충장축제2022,추억의충장축제2022
추억의충장축제,2023,5,142940,322490,373,465803,93160.6,87324.6,6.7,436623,29180,30.69,69.23,0.08,6.68,추억의충장축제2023,광주,동구,추억의충장축제2023,,,,,,,,,,,,
춘천마임축제,2018,8,159981,81311,320,241612,30201.5,,,,241612,66.21,33.65,0.13,0,춘천마임축제2018,강원,춘천시,춘천마임축제2018,춘천마임축제2018,춘천마임축제2018,2018,강원,춘천마임축제,603904212,103981690,499922522,5,5,춘천마임축제2018,춘천마임축제2018
춘천마임축제,2019,8,222199,106488,494,329181,41147.625,30201.5,36.2,241612,87569,67.5,32.35,0.15,36.24,춘천마임축제2019,강원,춘천시,춘천마임축제2019,춘천마임축제2019,춘천마임축제2019,2019,강원,춘천마임축제,719427440,119600000,599827440,5,6,춘천마임축제2019,춘천마임축제2019
춘천마임축제,2022,7,271117,118047,218,389382,55626,41147.625,35.2,329181,60201,69.63,30.32,0.06,18.29,춘천마임축제2022,강원,춘천시,춘천마임축제2022,춘천마임축제2022,춘천마임축제2022,2022,강원,춘천마임축제,621424029,0,621424029,5,5,춘천마임축제2022,춘천마임축제2022
춘천마임축제,2023,8,342704,139356,175,482235,60279.375,55626,8.4,389382,92853,71.07,28.9,0.04,23.85,춘천마임축제2023,강원,춘천시,춘천마임축제2023,춘천마임축제2023,춘천마임축제2023,2023,강원,춘천마임축제,637274368,45000000,592274368,5,6,춘천마임축제2023,춘천마임축제2023
탐라문화제,2018,5,58561,29402,3305,91268,18253.6,,,,91268,64.16,32.22,3.62,0,탐라문화제2018,제주,제주시,탐라문화제2018,탐라문화제2018,탐라문화제2018,2018,제주,탐라문화제,1199844430,0,1199844430,10,10,탐라문화제2018,탐라문화제2018
탐라문화제,2019,5,64070,34070,3056,101196,20239.2,18253.6,10.9,91268,9928,63.31,33.67,3.02,10.88,탐라문화제2019,제주,제주시,탐라문화제2019,탐라문화제2019,탐라문화제2019,2019,제주,탐라문화제,1275000000,0,1275000000,10,10,탐라문화제2019,탐라문화제2019
탐라문화제,2022,5,59157,38383,47,97587,19517.4,20239.2,-3.6,101196,-3609,60.62,39.33,0.05,-3.57,탐라문화제2022,제주,제주시,탐라문화제2022,탐라문화제2022,탐라문화제2022,2022,제주,탐라문화제,1515960050,0,1515960050,10,10,탐라문화제2022,탐라문화제2022
탐라문화제,2023,5,74290,45637,2185,122112,24422.4,19517.4,25.1,97587,24525,60.84,37.37,1.79,25.13,탐라문화제2023,제주,제주시,탐라문화제2023,탐라문화제2023,탐라문화제2023,2023,제주,탐라문화제,1474767280,0,1474767280,10,10,탐라문화제2023,탐라문화제2023
탐라입춘굿축제,2018,3,52203,18343,612,71158,23719.3333,,,,71158,73.36,25.78,0.86,0,탐라입춘굿축제2018,제주,제주시,탐라입춘굿축제2018,,,,,,,,,,,,
탐라입춘굿축제,2019,3,86746,34981,2646,124373,41457.6667,23719.3333,74.8,71158,53215,69.75,28.13,2.13,74.78,탐라입춘굿축제2019,제주,제주시,탐라입춘굿축제2019,,,,,,,,,,,,
탐라입춘굿축제,2023,3,59955,30104,12,90071,30023.6667,41457.6667,-27.6,124373,-34302,66.56,33.42,0.01,-27.58,탐라입춘굿축제2023,제주,제주시,탐라입춘굿축제2023,,,,,,,,,,,,
태백산눈축제,2018,24,113341,197023,303,310667,12944.4583,,,,310667,36.48,63.42,0.1,0,태백산눈축제2018,강원,태백시,태백산눈축제2018,태백산눈축제2018,태백산눈축제2018,2018,강원,태백산눈축제,1277949000,108500000,1169449000,1,2,태백산눈축제2018,태백산눈축제2018
태백산눈축제,2019,17,85894,155777,198,241869,14227.5882,12944.4583,9.9,310667,-68798,35.51,64.41,0.08,-22.15,태백산눈축제2019,강원,태백시,태백산눈축제2019,태백산눈축제2019,태백산눈축제2019,2019,강원,태백산눈축제,1272739000,50000000,1222739000,1,2,태백산눈축제2019,태백산눈축제2019
태백산눈축제,2023,5,25413,59809,12,85234,17046.8,14227.5882,19.8,241869,-156635,29.82,70.17,0.01,-64.76,태백산눈축제2023,강원,태백시,태백산눈축제2023,,,,,,,,,,,,
통영한산대첩축제,2018,5,50971,49962,85,101018,20203.6,,,,101018,50.46,49.46,0.08,0,통영한산대첩축제2018,경남,통영시,통영한산대첩축제2018,통영한산대첩축제2018,통영한산대첩축제2018,2018,경남,통영한산대첩축제,1114367512,0,1114367512,8,8,통영한산대첩축제2018,통영한산대첩축제2018
통영한산대첩축제,2019,5,33529,29809,119,63457,12691.4,20203.6,-37.2,101018,-37561,52.84,46.98,0.19,-37.18,통영한산대첩축제2019,경남,통영시,통영한산대첩축제2019,통영한산대첩축제2019,통영한산대첩축제2019,2019,경남,통영한산대첩축제,1209000000,0,1209000000,8,8,통영한산대첩축제2019,통영한산대첩축제2019
통영한산대첩축제,2022,9,63027,68031,9,131067,14563,12691.4,14.7,63457,67610,48.09,51.91,0.01,106.54,통영한산대첩축제2022,경남,통영시,통영한산대첩축제2022,통영한산대첩축제2022,통영한산대첩축제2022,2022,경남,통영한산대첩축제,1019521140,0,1019521140,8,8,통영한산대첩축제2022,통영한산대첩축제2022
통영한산대첩축제,2023,9,57810,47444,27,105281,11697.8889,14563,-19.7,131067,-25786,54.91,45.06,0.03,-19.67,통영한산대첩축제2023,경남,통영시,통영한산대첩축제2023,,,,,,,,,,,,
평창송어축제,2019,37,182175,335266,5540,522981,14134.6216,,,,522981,34.83,64.11,1.06,0,평창송어축제2019,강원,평창군,평창송어축제2019,평창송어축제2019,평창송어축제2019,2019,강원,평창송어축제,140000000,91000000,49000000,12,2,평창송어축제2019,평창송어축제2019
평창송어축제,2023,31,190819,268296,246,459361,14818.0968,14134.6216,4.8,522981,-63620,41.54,58.41,0.05,-12.16,평창송어축제2023,강원,평창군,평창송어축제2023,,,,,,,,,,,,
평창효석문화제,2018,9,48492,173348,502,222342,24704.6667,,,,222342,21.81,77.96,0.23,0,평창효석문화제2018,강원,평창군,평창효석문화제2018,평창효석문화제2018,평창효석문화제2018,2018,강원,평창효석문화제,883000000,260000000,623000000,9,9,평창효석문화제2018,평창효석문화제2018
평창효석문화제,2019,9,40734,152866,342,193942,21549.1111,24704.6667,-12.8,222342,-28400,21,78.82,0.18,-12.77,평창효석문화제2019,강원,평창군,평창효석문화제2019,평창효석문화제2019,평창효석문화제2019,2019,강원,평창효석문화제,696400000,119600000,576800000,9,9,평창효석문화제2019,평창효석문화제2019
평창효석문화제,2023,10,66107,155046,292,221445,22144.5,21549.1111,2.8,193942,27503,29.85,70.02,0.13,14.18,평창효석문화제2023,강원,평창군,평창효석문화제2023,,,,,,,,,,,,
포항국제불빛축제,2018,5,133265,127847,792,261904,52380.8,,,,261904,50.88,48.81,0.3,0,포항국제불빛축제2018,경북,포항시,포항국제불빛축제2018,포항국제불빛축제2018,국제불빛축제2018,2018,경북,국제불빛축제,800000000,60000000,740000000,7,7,국제불빛축제2018,국제불빛축제2018
포항국제불빛축제,2019,3,64250,84721,165,149136,49712,52380.8,-5.1,261904,-112768,43.08,56.81,0.11,-43.06,포항국제불빛축제2019,경북,포항시,포항국제불빛축제2019,포항국제불빛축제2019,국제불빛축제2019,2019,경북,국제불빛축제,940000000,140000000,800000000,5,6,국제불빛축제2019,국제불빛축제2019
포항국제불빛축제,2023,3,73874,126858,36,200768,66922.6667,49712,34.6,149136,51632,36.8,63.19,0.02,34.62,포항국제불빛축제2023,경북,포항시,포항국제불빛축제2023,,,,,,,,,,,,
하동야생차문화축제,2018,4,8621,39801,83,48505,12126.25,,,,48505,17.77,82.06,0.17,0,하동야생차문화축제2018,경남,하동군,하동야생차문화축제2018,하동야생차문화축제2018,하동야생차문화축제2018,2018,경남,하동야생차문화축제,525000000,0,525000000,5,5,하동야생차문화축제2018,하동야생차문화축제2018
하동야생차문화축제,2019,4,10381,31010,93,41484,10371,12126.25,-14.5,48505,-7021,25.02,74.75,0.22,-14.47,하동야생차문화축제2019,경남,하동군,하동야생차문화축제2019,하동야생차문화축제2019,하동야생차문화축제2019,2019,경남,하동야생차문화축제,701687000,0,701687000,5,5,하동야생차문화축제2019,하동야생차문화축제2019
하동야생차문화축제,2022,5,13412,51927,2,65341,13068.2,10371,26,41484,23857,20.53,79.47,0,57.51,하동야생차문화축제2022,경남,하동군,하동야생차문화축제2022,하동야생차문화축제2022,하동야생차문화축제2022,2022,경남,하동야생차문화축제,618091890,0,618091890,5,5,하동야생차문화축제2022,하동야생차문화축제2022
한산모시문화제,2018,4,20801,19163,15,39979,9994.75,,,,39979,52.03,47.93,0.04,0,한산모시문화제2018,충남,서천군,한산모시문화제2018,한산모시문화제2018,한산모시문화제2018,2018,충남,한산모시문화제,1082710030,170000000,912710030,6,6,한산모시문화제2018,한산모시문화제2018
한산모시문화제,2019,4,19404,18231,55,37690,9422.5,9994.75,-5.7,39979,-2289,51.48,48.37,0.15,-5.73,한산모시문화제2019,충남,서천군,한산모시문화제2019,한산모시문화제2019,한산모시문화제2019,2019,충남,한산모시문화제,1193000000,110000000,1083000000,6,6,한산모시문화제2019,한산모시문화제2019
한산모시문화제,2022,3,21062,17472,4,38538,12846,9422.5,36.3,37690,848,54.65,45.34,0.01,2.25,한산모시문화제2022,충남,서천군,한산모시문화제2022,한산모시문화제2022,한산모시문화제2022,2022,충남,한산모시문화제,1461548430,45000000,1416548430,6,6,한산모시문화제2022,한산모시문화제2022
한산모시문화제,2023,3,14713,15316,1,30030,10010,12846,-22.1,38538,-8508,48.99,51,0,-22.08,한산모시문화제2023,충남,서천군,한산모시문화제2023,한산모시문화제2023,한산모시문화제2023,2023,충남,한산모시문화제,831449000,0,831449000,6,6,한산모시문화제2023,한산모시문화제2023
한성백제문화제,2018,3,47308,64216,1960,113484,37828,,,,113484,41.69,56.59,1.73,0,한성백제문화제2018,서울,송파구,한성백제문화제2018,한성백제문화제2018,한성백제문화제2018,2018,서울,한성백제문화제,484827810,0,484827810,10,10,한성백제문화제2018,한성백제문화제2018
한성백제문화제,2019,3,42456,71618,610,114684,38228,37828,1.1,113484,1200,37.02,62.45,0.53,1.06,한성백제문화제2019,서울,송파구,한성백제문화제2019,한성백제문화제2019,한성백제문화제2019,2019,서울,한성백제문화제,695733550,220000000,475733550,9,9,한성백제문화제2019,한성백제문화제2019
한성백제문화제,2022,3,43820,109174,128,153122,51040.6667,38228,33.5,114684,38438,28.62,71.3,0.08,33.52,한성백제문화제2022,서울,송파구,한성백제문화제2022,한성백제문화제2022,한성백제문화제2022,2022,서울,한성백제문화제,1310823320,220000000,1090823320,9,10,한성백제문화제2022,한성백제문화제2022
한성백제문화제,2023,3,62333,114060,629,177022,59007.3333,51040.6667,15.6,153122,23900,35.21,64.43,0.36,15.61,한성백제문화제2023,서울,송파구,한성백제문화제2023,한성백제문화제2023,한성백제문화제2023,2023,서울,한성백제문화제,1256519000,85000000,1171519000,9,9,한성백제문화제2023,한성백제문화제2023
함평나비축제,2018,11,66910,181706,61,248677,22607,,,,248677,26.91,73.07,0.02,0,함평나비축제2018,전남,함평군,함평나비축제2018,함평나비축제2018,함평나비대축제2018,2018,전남,함평나비대축제,977834000,799637000,178197000,4,5,함평나비대축제2018,함평나비대축제2018
함평나비축제,2019,11,63151,218551,89,281791,25617.3636,22607,13.3,248677,33114,22.41,77.56,0.03,13.32,함평나비축제2019,전남,함평군,함평나비축제2019,함평나비축제2019,함평나비대축제2019,2019,전남,함평나비대축제,890901000,954698000,-63797000,4,5,함평나비대축제2019,함평나비대축제2019
함평나비축제,2022,10,68659,180040,3,248702,24870.2,25617.3636,-2.9,281791,-33089,27.61,72.39,0,-11.74,함평나비축제2022,전남,함평군,함평나비축제2022,함평나비축제2022,함평나비대축제2022,2022,전남,함평나비대축제,951548780,0,951548780,4,5,함평나비대축제2022,함평나비대축제2022
함평나비축제,2023,10,82511,181852,42,264405,26440.5,24870.2,6.3,248702,15703,31.21,68.78,0.02,6.31,함평나비축제2023,전남,함평군,함평나비축제2023,함평나비축제2023,함평나비대축제2023,2023,전남,함평나비대축제,1285900000,0,1285900000,4,5,함평나비대축제2023,함평나비대축제2023
화성뱃놀이축제,2018,9,82569,158957,574,242100,26900,,,,242100,34.11,65.66,0.24,0,화성뱃놀이축제2018,경기,화성시,화성뱃놀이축제2018,화성뱃놀이축제2018,화성뱃놀이축제2018,2018,경기,화성뱃놀이축제,1958143740,0,1958143740,5,6,화성뱃놀이축제2018,화성뱃놀이축제2018
화성뱃놀이축제,2019,5,42654,90590,295,133539,26707.8,26900,-0.7,242100,-108561,31.94,67.84,0.22,-44.84,화성뱃놀이축제2019,경기,화성시,화성뱃놀이축제2019,화성뱃놀이축제2019,화성뱃놀이축제2019,2019,경기,화성뱃놀이축제,2196916980,168348670,2028568310,6,6,화성뱃놀이축제2019,화성뱃놀이축제2019
화성뱃놀이축제,2022,3,42599,78960,26,121585,40528.3333,26707.8,51.7,133539,-11954,35.04,64.94,0.02,-8.95,화성뱃놀이축제2022,경기,화성시,화성뱃놀이축제2022,화성뱃놀이축제2022,화성뱃놀이축제2022,2022,경기,화성뱃놀이축제,1585820939,0,1585820939,9,9,화성뱃놀이축제2022,화성뱃놀이축제2022
화성뱃놀이축제,2023,3,46792,78035,88,124915,41638.3333,40528.3333,2.7,121585,3330,37.46,62.47,0.07,2.74,화성뱃놀이축제2023,경기,화성시,화성뱃놀이축제2023,,,,,,,,,,,,
화천산천어축제,2018,23,130109,286548,4792,421449,18323.8696,,,,421449,30.87,67.99,1.14,0,화천산천어축제2018,강원,화천군,화천산천어축제2018,화천산천어축제2018,얼음나라 화천 산천어 축제2018,2018,강원,얼음나라 화천 산천어 축제,5147216936,0,5147216936,1,1,얼음나라 화천 산천어 축제2018,얼음나라화천산천어축제2018
화천산천어축제,2019,23,149831,315088,15023,479942,20867.0435,18323.8696,13.9,421449,58493,31.22,65.65,3.13,13.88,화천산천어축제2019,강원,화천군,화천산천어축제2019,화천산천어축제2019,얼음나라 화천 산천어 축제2019,2019,강원,얼음나라 화천 산천어 축제,5268486000,3053558000,2214928000,1,1,얼음나라 화천 산천어 축제2019,얼음나라화천산천어축제2019
화천산천어축제,2023,23,215883,289568,312,505763,21989.6957,20867.0435,5.4,479942,25821,42.68,57.25,0.06,5.38,화천산천어축제2023,강원,화천군,화천산천어축제2023,화천산천어축제2023,얼음나라화천 산천어축제2023,2023,강원,얼음나라화천 산천어축제,3261309262,0,3261309262,1,1,얼음나라화천 산천어축제2023,얼음나라화천산천어축제2023
횡성한우축제,2018,5,74833,102837,175,177845,35569,,,,177845,42.08,57.82,0.1,0,횡성한우축제2018,강원,횡성군,횡성한우축제2018,횡성한우축제2018,횡성한우축제2018,2018,강원,횡성한우축제,2029171000,40000000,1989171000,10,10,횡성한우축제2018,횡성한우축제2018
횡성한우축제,2019,5,69440,103929,1748,175117,35023.4,35569,-1.5,177845,-2728,39.65,59.35,1,-1.53,횡성한우축제2019,강원,횡성군,횡성한우축제2019,횡성한우축제2019,횡성한우축제2019,2019,강원,횡성한우축제,2134683980,0,2134683980,10,10,횡성한우축제2019,횡성한우축제2019
횡성한우축제,2022,5,92932,105690,16,198638,39727.6,35023.4,13.4,175117,23521,46.78,53.21,0.01,13.43,횡성한우축제2022,강원,횡성군,횡성한우축제2022,,,,,,,,,,,,
횡성한우축제,2023,5,90823,93957,54,184834,36966.8,39727.6,-6.9,198638,-13804,49.14,50.83,0.03,-6.95,횡성한우축제2023,강원,횡성군,횡성한우축제2023,,,,,,,,,,,,
