도,시군구,년도,카테고리중분류명,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
충청남도,서천군,2021,역사관광,526621,2.8,19146,3.6
충청남도,서천군,2021,음식,526621,2.8,59681,11.3
충청남도,서천군,2021,자연관광,526621,2.8,178938,34.0
충청남도,서천군,2021,체험관광,526621,2.8,1632,0.3
충청남도,서천군,2022,기타관광,605332,2.7,105373,17.4
충청남도,서천군,2022,레저스포츠,605332,2.7,9543,1.6
충청남도,서천군,2022,문화관광,605332,2.7,54864,9.1
충청남도,서천군,2022,쇼핑,605332,2.7,85003,14.0
충청남도,서천군,2022,숙박,605332,2.7,61982,10.2
충청남도,서천군,2022,역사관광,605332,2.7,17421,2.9
충청남도,서천군,2022,음식,605332,2.7,83615,13.8
충청남도,서천군,2022,자연관광,605332,2.7,185951,30.7
충청남도,서천군,2022,체험관광,605332,2.7,1580,0.3
충청남도,서천군,2023,기타관광,637234,2.7,111261,17.5
충청남도,서천군,2023,레저스포츠,637234,2.7,10537,1.7
충청남도,서천군,2023,문화관광,637234,2.7,54270,8.5
충청남도,서천군,2023,쇼핑,637234,2.7,95874,15.0
충청남도,서천군,2023,숙박,637234,2.7,69138,10.8
충청남도,서천군,2023,역사관광,637234,2.7,21845,3.4
충청남도,서천군,2023,음식,637234,2.7,107970,16.9
충청남도,서천군,2023,자연관광,637234,2.7,164807,25.9
충청남도,서천군,2023,체험관광,637234,2.7,1532,0.2
충청남도,서천군,2024,기타관광,681642,2.9,94798,13.9
충청남도,서천군,2024,레저스포츠,681642,2.9,13015,1.9
충청남도,서천군,2024,문화관광,681642,2.9,81950,12.0
충청남도,서천군,2024,쇼핑,681642,2.9,72815,10.7
충청남도,서천군,2024,숙박,681642,2.9,57786,8.5
충청남도,서천군,2024,역사관광,681642,2.9,19917,2.9
충청남도,서천군,2024,음식,681642,2.9,148878,21.8
충청남도,서천군,2024,자연관광,681642,2.9,191313,28.1
충청남도,서천군,2024,체험관광,681642,2.9,1170,0.2
충청남도,아산시,2018,기타관광,1415191,15.1,378055,26.7
충청남도,아산시,2018,레저스포츠,1415191,15.1,68110,4.8
충청남도,아산시,2018,문화관광,1415191,15.1,157069,11.1
충청남도,아산시,2018,쇼핑,1415191,15.1,87485,6.2
충청남도,아산시,2018,숙박,1415191,15.1,83929,5.9
충청남도,아산시,2018,역사관광,1415191,15.1,75205,5.3
충청남도,아산시,2018,음식,1415191,15.1,370912,26.2
충청남도,아산시,2018,자연관광,1415191,15.1,57799,4.1
충청남도,아산시,2018,체험관광,1415191,15.1,136627,9.7
충청남도,아산시,2019,기타관광,1943342,14.0,516826,26.6
충청남도,아산시,2019,레저스포츠,1943342,14.0,87563,4.5
충청남도,아산시,2019,문화관광,1943342,14.0,189254,9.7
충청남도,아산시,2019,쇼핑,1943342,14.0,103165,5.3
충청남도,아산시,2019,숙박,1943342,14.0,114016,5.9
충청남도,아산시,2019,역사관광,1943342,14.0,94147,4.8
충청남도,아산시,2019,음식,1943342,14.0,618528,31.8
충청남도,아산시,2019,자연관광,1943342,14.0,68405,3.5
충청남도,아산시,2019,체험관광,1943342,14.0,151438,7.8
충청남도,아산시,2020,기타관광,1996060,12.9,502508,25.2
충청남도,아산시,2020,레저스포츠,1996060,12.9,112557,5.6
충청남도,아산시,2020,문화관광,1996060,12.9,209579,10.5
충청남도,아산시,2020,쇼핑,1996060,12.9,101783,5.1
충청남도,아산시,2020,숙박,1996060,12.9,102083,5.1
충청남도,아산시,2020,역사관광,1996060,12.9,95484,4.8
충청남도,아산시,2020,음식,1996060,12.9,722652,36.2
충청남도,아산시,2020,자연관광,1996060,12.9,80324,4.0
충청남도,아산시,2020,체험관광,1996060,12.9,69090,3.5
충청남도,아산시,2021,기타관광,2486625,13.2,612757,24.6
충청남도,아산시,2021,레저스포츠,2486625,13.2,141299,5.7
충청남도,아산시,2021,문화관광,2486625,13.2,262186,10.5
충청남도,아산시,2021,쇼핑,2486625,13.2,119670,4.8
충청남도,아산시,2021,숙박,2486625,13.2,134217,5.4
충청남도,아산시,2021,역사관광,2486625,13.2,112615,4.5
충청남도,아산시,2021,음식,2486625,13.2,968801,39.0
충청남도,아산시,2021,자연관광,2486625,13.2,73746,3.0
충청남도,아산시,2021,체험관광,2486625,13.2,61334,2.5
충청남도,아산시,2022,기타관광,3147566,14.1,729848,23.2
충청남도,아산시,2022,레저스포츠,3147566,14.1,148726,4.7
충청남도,아산시,2022,문화관광,3147566,14.1,275070,8.7
충청남도,아산시,2022,쇼핑,3147566,14.1,134500,4.3
충청남도,아산시,2022,숙박,3147566,14.1,201886,6.4
충청남도,아산시,2022,역사관광,3147566,14.1,126458,4.0
충청남도,아산시,2022,음식,3147566,14.1,1289000,41.0
충청남도,아산시,2022,자연관광,3147566,14.1,89031,2.8
충청남도,아산시,2022,체험관광,3147566,14.1,153047,4.9
충청남도,아산시,2023,기타관광,3570902,15.2,786671,22.0
충청남도,아산시,2023,레저스포츠,3570902,15.2,142887,4.0
충청남도,아산시,2023,문화관광,3570902,15.2,253387,7.1
충청남도,아산시,2023,쇼핑,3570902,15.2,144626,4.1
충청남도,아산시,2023,숙박,3570902,15.2,244236,6.8
충청남도,아산시,2023,역사관광,3570902,15.2,131463,3.7
충청남도,아산시,2023,음식,3570902,15.2,1608518,45.0
충청남도,아산시,2023,자연관광,3570902,15.2,61214,1.7
충청남도,아산시,2023,체험관광,3570902,15.2,197900,5.5
충청남도,아산시,2024,기타관광,3535086,15.0,639884,18.1
충청남도,아산시,2024,레저스포츠,3535086,15.0,127015,3.6
충청남도,아산시,2024,문화관광,3535086,15.0,294541,8.3
충청남도,아산시,2024,쇼핑,3535086,15.0,114099,3.2
충청남도,아산시,2024,숙박,3535086,15.0,195965,5.5
충청남도,아산시,2024,역사관광,3535086,15.0,113327,3.2
충청남도,아산시,2024,음식,3535086,15.0,1811482,51.2
충청남도,아산시,2024,자연관광,3535086,15.0,80258,2.3
충청남도,아산시,2024,체험관광,3535086,15.0,158515,4.5
충청북도,영동군,2018,기타관광,80679,1.5,25042,31.0
충청북도,영동군,2018,레저스포츠,80679,1.5,3530,4.4
충청북도,영동군,2018,문화관광,80679,1.5,5918,7.3
충청북도,영동군,2018,쇼핑,80679,1.5,1591,2.0
충청북도,영동군,2018,숙박,80679,1.5,5700,7.1
충청북도,영동군,2018,역사관광,80679,1.5,6232,7.7
충청북도,영동군,2018,음식,80679,1.5,13263,16.4
충청북도,영동군,2018,자연관광,80679,1.5,18963,23.5
충청북도,영동군,2018,체험관광,80679,1.5,440,0.5
충청북도,영동군,2019,기타관광,119797,1.5,39707,33.1
충청북도,영동군,2019,레저스포츠,119797,1.5,5677,4.7
충청북도,영동군,2019,문화관광,119797,1.5,8780,7.3
충청북도,영동군,2019,쇼핑,119797,1.5,2654,2.2
충청북도,영동군,2019,숙박,119797,1.5,9453,7.9
충청북도,영동군,2019,역사관광,119797,1.5,8804,7.3
충청북도,영동군,2019,음식,119797,1.5,20968,17.5
충청북도,영동군,2019,자연관광,119797,1.5,22980,19.2
충청북도,영동군,2019,체험관광,119797,1.5,774,0.6
충청북도,영동군,2020,기타관광,131778,1.4,36746,27.9
충청북도,영동군,2020,레저스포츠,131778,1.4,6550,5.0
충청북도,영동군,2020,문화관광,131778,1.4,7108,5.4
충청북도,영동군,2020,쇼핑,131778,1.4,2797,2.1
충청북도,영동군,2020,숙박,131778,1.4,11630,8.8
충청북도,영동군,2020,역사관광,131778,1.4,12554,9.5
충청북도,영동군,2020,음식,131778,1.4,25215,19.1
충청북도,영동군,2020,자연관광,131778,1.4,28833,21.9
충청북도,영동군,2020,체험관광,131778,1.4,345,0.3
충청북도,영동군,2021,기타관광,158830,1.4,42109,26.5
충청북도,영동군,2021,레저스포츠,158830,1.4,8660,5.5
충청북도,영동군,2021,문화관광,158830,1.4,6959,4.4
충청북도,영동군,2021,쇼핑,158830,1.4,4680,2.9
충청북도,영동군,2021,숙박,158830,1.4,15984,10.1
충청북도,영동군,2021,역사관광,158830,1.4,14429,9.1
충청북도,영동군,2021,음식,158830,1.4,32133,20.2
충청북도,영동군,2021,자연관광,158830,1.4,33673,21.2
충청북도,영동군,2021,체험관광,158830,1.4,203,0.1
충청북도,영동군,2022,기타관광,194398,1.4,51591,26.5
충청북도,영동군,2022,레저스포츠,194398,1.4,15384,7.9
충청북도,영동군,2022,문화관광,194398,1.4,10320,5.3
충청북도,영동군,2022,쇼핑,194398,1.4,4348,2.2
충청북도,영동군,2022,숙박,194398,1.4,19177,9.9
충청북도,영동군,2022,역사관광,194398,1.4,15857,8.2
충청북도,영동군,2022,음식,194398,1.4,42956,22.1
충청북도,영동군,2022,자연관광,194398,1.4,34371,17.7
충청북도,영동군,2022,체험관광,194398,1.4,394,0.2
충청북도,영동군,2023,기타관광,212075,1.4,54072,25.5
충청북도,영동군,2023,레저스포츠,212075,1.4,31977,15.1
충청북도,영동군,2023,문화관광,212075,1.4,12003,5.7
충청북도,영동군,2023,쇼핑,212075,1.4,4684,2.2
충청북도,영동군,2023,숙박,212075,1.4,21247,10.0
충청북도,영동군,2023,역사관광,212075,1.4,15069,7.1
충청북도,영동군,2023,음식,212075,1.4,52767,24.9
충청북도,영동군,2023,자연관광,212075,1.4,19652,9.3
충청북도,영동군,2023,체험관광,212075,1.4,604,0.3
충청북도,영동군,2024,기타관광,240137,1.6,49479,20.6
충청북도,영동군,2024,레저스포츠,240137,1.6,27911,11.6
충청북도,영동군,2024,문화관광,240137,1.6,14915,6.2
충청북도,영동군,2024,쇼핑,240137,1.6,4850,2.0
충청북도,영동군,2024,숙박,240137,1.6,21716,9.0
충청북도,영동군,2024,역사관광,240137,1.6,14462,6.0
충청북도,영동군,2024,음식,240137,1.6,74149,30.9
충청북도,영동군,2024,자연관광,240137,1.6,32185,13.4
충청북도,영동군,2024,체험관광,240137,1.6,470,0.2
충청북도,옥천군,2018,기타관광,78587,1.4,17731,22.6
충청북도,옥천군,2018,레저스포츠,78587,1.4,2096,2.7
충청북도,옥천군,2018,문화관광,78587,1.4,8329,10.6
충청북도,옥천군,2018,쇼핑,78587,1.4,433,0.6
충청북도,옥천군,2018,숙박,78587,1.4,5267,6.7
충청북도,옥천군,2018,역사관광,78587,1.4,5496,7.0
충청북도,옥천군,2018,음식,78587,1.4,29788,37.9
충청북도,옥천군,2018,자연관광,78587,1.4,8170,10.4
충청북도,옥천군,2018,체험관광,78587,1.4,1277,1.6
충청북도,옥천군,2019,기타관광,132037,1.6,25670,19.4
충청북도,옥천군,2019,레저스포츠,132037,1.6,3490,2.6
충청북도,옥천군,2019,문화관광,132037,1.6,12291,9.3
충청북도,옥천군,2019,쇼핑,132037,1.6,780,0.6
충청북도,옥천군,2019,숙박,132037,1.6,10736,8.1
충청북도,옥천군,2019,역사관광,132037,1.6,10498,8.0
충청북도,옥천군,2019,음식,132037,1.6,54466,41.3
충청북도,옥천군,2019,자연관광,132037,1.6,11681,8.8
충청북도,옥천군,2019,체험관광,132037,1.6,2425,1.8
충청북도,옥천군,2020,기타관광,218699,2.4,34269,15.7
충청북도,옥천군,2020,레저스포츠,218699,2.4,7472,3.4
충청북도,옥천군,2020,문화관광,218699,2.4,27888,12.8
충청북도,옥천군,2020,쇼핑,218699,2.4,1016,0.5
충청북도,옥천군,2020,숙박,218699,2.4,19747,9.0
충청북도,옥천군,2020,역사관광,218699,2.4,14637,6.7
충청북도,옥천군,2020,음식,218699,2.4,91394,41.8
충청북도,옥천군,2020,자연관광,218699,2.4,16418,7.5
충청북도,옥천군,2020,체험관광,218699,2.4,5858,2.7
충청북도,옥천군,2021,기타관광,252726,2.2,40963,16.2
충청북도,옥천군,2021,레저스포츠,252726,2.2,8916,3.5
충청북도,옥천군,2021,문화관광,252726,2.2,31690,12.5
충청북도,옥천군,2021,쇼핑,252726,2.2,1441,0.6
충청북도,옥천군,2021,숙박,252726,2.2,18852,7.5
충청북도,옥천군,2021,역사관광,252726,2.2,17252,6.8
충청북도,옥천군,2021,음식,252726,2.2,104162,41.2
충청북도,옥천군,2021,자연관광,252726,2.2,20787,8.2
충청북도,옥천군,2021,체험관광,252726,2.2,8663,3.4
충청북도,옥천군,2022,기타관광,306378,2.2,44921,14.7
충청북도,옥천군,2022,레저스포츠,306378,2.2,10261,3.3
충청북도,옥천군,2022,문화관광,306378,2.2,43706,14.3
충청북도,옥천군,2022,쇼핑,306378,2.2,1494,0.5
충청북도,옥천군,2022,숙박,306378,2.2,24727,8.1
충청북도,옥천군,2022,역사관광,306378,2.2,19216,6.3
충청북도,옥천군,2022,음식,306378,2.2,128834,42.1
충청북도,옥천군,2022,자연관광,306378,2.2,24731,8.1
충청북도,옥천군,2022,체험관광,306378,2.2,8488,2.8
충청북도,옥천군,2023,기타관광,337113,2.2,52727,15.6
충청북도,옥천군,2023,레저스포츠,337113,2.2,8238,2.4
충청북도,옥천군,2023,문화관광,337113,2.2,51561,15.3
충청북도,옥천군,2023,쇼핑,337113,2.2,1684,0.5
충청북도,옥천군,2023,숙박,337113,2.2,25351,7.5
충청북도,옥천군,2023,역사관광,337113,2.2,18828,5.6
충청북도,옥천군,2023,음식,337113,2.2,148785,44.1
충청북도,옥천군,2023,자연관광,337113,2.2,21836,6.5
충청북도,옥천군,2023,체험관광,337113,2.2,8103,2.4
충청북도,옥천군,2024,기타관광,339894,2.2,50480,14.9
충청북도,옥천군,2024,레저스포츠,339894,2.2,7603,2.2
충청북도,옥천군,2024,문화관광,339894,2.2,45940,13.5
충청북도,옥천군,2024,쇼핑,339894,2.2,1286,0.4
충청북도,옥천군,2024,숙박,339894,2.2,22096,6.5
충청북도,옥천군,2024,역사관광,339894,2.2,17804,5.2
충청북도,옥천군,2024,음식,339894,2.2,168210,49.5
충청북도,옥천군,2024,자연관광,339894,2.2,19160,5.6
충청북도,옥천군,2024,체험관광,339894,2.2,7315,2.2
충청북도,음성군,2018,기타관광,272699,5.0,45134,16.6
충청북도,음성군,2018,레저스포츠,272699,5.0,121085,44.4
충청북도,음성군,2018,문화관광,272699,5.0,10294,3.8
충청북도,음성군,2018,쇼핑,272699,5.0,8799,3.2
충청북도,음성군,2018,숙박,272699,5.0,16267,6.0
충청북도,음성군,2018,역사관광,272699,5.0,7463,2.7
충청북도,음성군,2018,음식,272699,5.0,45090,16.5
충청북도,음성군,2018,자연관광,272699,5.0,18421,6.8
충청북도,음성군,2018,체험관광,272699,5.0,146,0.1
충청북도,음성군,2019,기타관광,420313,5.1,62318,14.8
충청북도,음성군,2019,레저스포츠,420313,5.1,162523,38.7
충청북도,음성군,2019,문화관광,420313,5.1,31202,7.4
충청북도,음성군,2019,쇼핑,420313,5.1,15280,3.6
충청북도,음성군,2019,숙박,420313,5.1,24510,5.8
충청북도,음성군,2019,역사관광,420313,5.1,9989,2.4
충청북도,음성군,2019,음식,420313,5.1,91388,21.7
충청북도,음성군,2019,자연관광,420313,5.1,22869,5.4
충청북도,음성군,2019,체험관광,420313,5.1,234,0.1
충청북도,음성군,2020,기타관광,512393,5.6,67929,13.3
충청북도,음성군,2020,레저스포츠,512393,5.6,207102,40.4
충청북도,음성군,2020,문화관광,512393,5.6,22871,4.5
충청북도,음성군,2020,쇼핑,512393,5.6,18131,3.5
충청북도,음성군,2020,숙박,512393,5.6,30925,6.0
충청북도,음성군,2020,역사관광,512393,5.6,10620,2.1
충청북도,음성군,2020,음식,512393,5.6,132304,25.8
충청북도,음성군,2020,자연관광,512393,5.6,21968,4.3
충청북도,음성군,2020,체험관광,512393,5.6,543,0.1
충청북도,음성군,2021,기타관광,680882,5.8,74925,11.0
충청북도,음성군,2021,레저스포츠,680882,5.8,259627,38.1
충청북도,음성군,2021,문화관광,680882,5.8,26367,3.9
충청북도,음성군,2021,쇼핑,680882,5.8,23633,3.5
충청북도,음성군,2021,숙박,680882,5.8,48915,7.2
충청북도,음성군,2021,역사관광,680882,5.8,12222,1.8
충청북도,음성군,2021,음식,680882,5.8,207430,30.5
충청북도,음성군,2021,자연관광,680882,5.8,26800,3.9
충청북도,음성군,2021,체험관광,680882,5.8,963,0.1
충청북도,음성군,2022,기타관광,796984,5.6,80861,10.1
충청북도,음성군,2022,레저스포츠,796984,5.6,277389,34.8
충청북도,음성군,2022,문화관광,796984,5.6,37609,4.7
충청북도,음성군,2022,쇼핑,796984,5.6,26577,3.3
충청북도,음성군,2022,숙박,796984,5.6,63030,7.9
충청북도,음성군,2022,역사관광,796984,5.6,13378,1.7
충청북도,음성군,2022,음식,796984,5.6,271260,34.0
충청북도,음성군,2022,자연관광,796984,5.6,25810,3.2
충청북도,음성군,2022,체험관광,796984,5.6,1070,0.1
충청북도,음성군,2023,기타관광,847204,5.6,73944,8.7
충청북도,음성군,2023,레저스포츠,847204,5.6,292611,34.5
충청북도,음성군,2023,문화관광,847204,5.6,38524,4.5
충청북도,음성군,2023,쇼핑,847204,5.6,26527,3.1
충청북도,음성군,2023,숙박,847204,5.6,69772,8.2
충청북도,음성군,2023,역사관광,847204,5.6,15897,1.9
충청북도,음성군,2023,음식,847204,5.6,316609,37.4
충청북도,음성군,2023,자연관광,847204,5.6,12356,1.5
충청북도,음성군,2023,체험관광,847204,5.6,964,0.1
충청북도,음성군,2024,기타관광,1032661,6.7,69332,6.7
충청북도,음성군,2024,레저스포츠,1032661,6.7,310494,30.1
충청북도,음성군,2024,문화관광,1032661,6.7,42330,4.1
충청북도,음성군,2024,쇼핑,1032661,6.7,25171,2.4
충청북도,음성군,2024,숙박,1032661,6.7,62727,6.1
충청북도,음성군,2024,역사관광,1032661,6.7,14778,1.4
충청북도,음성군,2024,음식,1032661,6.7,484886,47.0
충청북도,음성군,2024,자연관광,1032661,6.7,22007,2.1
충청북도,음성군,2024,체험관광,1032661,6.7,936,0.1
충청북도,제천시,2018,기타관광,510163,9.3,105703,20.7
충청북도,제천시,2018,레저스포츠,510163,9.3,48728,9.6
충청북도,제천시,2018,문화관광,510163,9.3,36191,7.1
충청북도,제천시,2018,쇼핑,510163,9.3,17324,3.4
충청북도,제천시,2018,숙박,510163,9.3,105947,20.8
충청북도,제천시,2018,역사관광,510163,9.3,18956,3.7
충청북도,제천시,2018,음식,510163,9.3,117336,23.0
충청북도,제천시,2018,자연관광,510163,9.3,54935,10.8
충청북도,제천시,2018,체험관광,510163,9.3,5043,1.0
충청북도,제천시,2019,기타관광,799172,9.8,187667,23.5
충청북도,제천시,2019,레저스포츠,799172,9.8,74992,9.4
충청북도,제천시,2019,문화관광,799172,9.8,46233,5.8
충청북도,제천시,2019,쇼핑,799172,9.8,27501,3.4
충청북도,제천시,2019,숙박,799172,9.8,160496,20.1
충청북도,제천시,2019,역사관광,799172,9.8,31382,3.9
충청북도,제천시,2019,음식,799172,9.8,195546,24.5
충청북도,제천시,2019,자연관광,799172,9.8,67418,8.4
충청북도,제천시,2019,체험관광,799172,9.8,7937,1.0
충청북도,제천시,2020,기타관광,851833,9.2,171366,20.1
충청북도,제천시,2020,레저스포츠,851833,9.2,77450,9.1
충청북도,제천시,2020,문화관광,851833,9.2,34090,4.0
충청북도,제천시,2020,쇼핑,851833,9.2,29759,3.5
충청북도,제천시,2020,숙박,851833,9.2,181227,21.3
충청북도,제천시,2020,역사관광,851833,9.2,36333,4.3
충청북도,제천시,2020,음식,851833,9.2,244380,28.7
충청북도,제천시,2020,자연관광,851833,9.2,72663,8.5
충청북도,제천시,2020,체험관광,851833,9.2,4565,0.5
충청북도,제천시,2021,기타관광,1228403,10.5,240351,19.6
충청북도,제천시,2021,레저스포츠,1228403,10.5,107125,8.7
충청북도,제천시,2021,문화관광,1228403,10.5,49222,4.0
충청북도,제천시,2021,쇼핑,1228403,10.5,38006,3.1
충청북도,제천시,2021,숙박,1228403,10.5,270885,22.1
충청북도,제천시,2021,역사관광,1228403,10.5,43760,3.6
충청북도,제천시,2021,음식,1228403,10.5,362670,29.5
충청북도,제천시,2021,자연관광,1228403,10.5,112458,9.2
충청북도,제천시,2021,체험관광,1228403,10.5,3926,0.3
충청북도,제천시,2022,기타관광,1560304,11.0,299556,19.2
충청북도,제천시,2022,레저스포츠,1560304,11.0,116414,7.5
충청북도,제천시,2022,문화관광,1560304,11.0,66840,4.3
충청북도,제천시,2022,쇼핑,1560304,11.0,44237,2.8
충청북도,제천시,2022,숙박,1560304,11.0,360313,23.1
충청북도,제천시,2022,역사관광,1560304,11.0,48285,3.1
충청북도,제천시,2022,음식,1560304,11.0,497692,31.9
충청북도,제천시,2022,자연관광,1560304,11.0,118500,7.6
충청북도,제천시,2022,체험관광,1560304,11.0,8467,0.5
충청북도,제천시,2023,기타관광,1564147,10.3,253566,16.2
충청북도,제천시,2023,레저스포츠,1564147,10.3,104680,6.7
충청북도,제천시,2023,문화관광,1564147,10.3,71402,4.6
충청북도,제천시,2023,쇼핑,1564147,10.3,48979,3.1
충청북도,제천시,2023,숙박,1564147,10.3,372749,23.8
충청북도,제천시,2023,역사관광,1564147,10.3,55904,3.6
충청북도,제천시,2023,음식,1564147,10.3,542468,34.7
충청북도,제천시,2023,자연관광,1564147,10.3,103017,6.6
충청북도,제천시,2023,체험관광,1564147,10.3,11382,0.7
충청북도,제천시,2024,기타관광,1568913,10.2,218634,13.9
충청북도,제천시,2024,레저스포츠,1568913,10.2,88401,5.6
충청북도,제천시,2024,문화관광,1568913,10.2,76503,4.9
충청북도,제천시,2024,쇼핑,1568913,10.2,43312,2.8
충청북도,제천시,2024,숙박,1568913,10.2,330707,21.1
충청북도,제천시,2024,역사관광,1568913,10.2,44610,2.8
충청북도,제천시,2024,음식,1568913,10.2,656661,41.9
충청북도,제천시,2024,자연관광,1568913,10.2,101693,6.5
충청북도,제천시,2024,체험관광,1568913,10.2,8392,0.5
충청북도,충주시,2018,기타관광,814471,14.8,128429,15.8
충청북도,충주시,2018,레저스포츠,814471,14.8,213725,26.2
충청북도,충주시,2018,문화관광,814471,14.8,94026,11.5
충청북도,충주시,2018,쇼핑,814471,14.8,17830,2.2
충청북도,충주시,2018,숙박,814471,14.8,85725,10.5
충청북도,충주시,2018,역사관광,814471,14.8,13367,1.6
충청북도,충주시,2018,음식,814471,14.8,185746,22.8
충청북도,충주시,2018,자연관광,814471,14.8,32425,4.0
충청북도,충주시,2018,체험관광,814471,14.8,43198,5.3
충청북도,충주시,2019,기타관광,1219497,14.9,170980,14.0
충청북도,충주시,2019,레저스포츠,1219497,14.9,318621,26.1
충청북도,충주시,2019,문화관광,1219497,14.9,128665,10.6
충청북도,충주시,2019,쇼핑,1219497,14.9,32682,2.7
충청북도,충주시,2019,숙박,1219497,14.9,139655,11.5
충청북도,충주시,2019,역사관광,1219497,14.9,17196,1.4
충청북도,충주시,2019,음식,1219497,14.9,311443,25.5
충청북도,충주시,2019,자연관광,1219497,14.9,48041,3.9
충청북도,충주시,2019,체험관광,1219497,14.9,52214,4.3
충청북도,충주시,2020,기타관광,1465152,15.9,173530,11.8
충청북도,충주시,2020,레저스포츠,1465152,15.9,438456,29.9
충청북도,충주시,2020,문화관광,1465152,15.9,126074,8.6
충청북도,충주시,2020,쇼핑,1465152,15.9,38881,2.7
충청북도,충주시,2020,숙박,1465152,15.9,148619,10.1
충청북도,충주시,2020,역사관광,1465152,15.9,17008,1.2
충청북도,충주시,2020,음식,1465152,15.9,396854,27.1
충청북도,충주시,2020,자연관광,1465152,15.9,90153,6.2
충청북도,충주시,2020,체험관광,1465152,15.9,35577,2.4
충청북도,충주시,2021,기타관광,1939976,16.6,194374,10.0
충청북도,충주시,2021,레저스포츠,1939976,16.6,610499,31.5
충청북도,충주시,2021,문화관광,1939976,16.6,153119,7.9
충청북도,충주시,2021,쇼핑,1939976,16.6,47554,2.5
충청북도,충주시,2021,숙박,1939976,16.6,212256,10.9
충청북도,충주시,2021,역사관광,1939976,16.6,21338,1.1
충청북도,충주시,2021,음식,1939976,16.6,544364,28.1
충청북도,충주시,2021,자연관광,1939976,16.6,124227,6.4
충청북도,충주시,2021,체험관광,1939976,16.6,32245,1.7
충청북도,충주시,2022,기타관광,2189647,15.5,207691,9.5
충청북도,충주시,2022,레저스포츠,2189647,15.5,609939,27.9
충청북도,충주시,2022,문화관광,2189647,15.5,176914,8.1
충청북도,충주시,2022,쇼핑,2189647,15.5,52737,2.4
충청북도,충주시,2022,숙박,2189647,15.5,261295,11.9
충청북도,충주시,2022,역사관광,2189647,15.5,22164,1.0
충청북도,충주시,2022,음식,2189647,15.5,687549,31.4
충청북도,충주시,2022,자연관광,2189647,15.5,117153,5.4
충청북도,충주시,2022,체험관광,2189647,15.5,54205,2.5
충청북도,충주시,2023,기타관광,2265162,15.0,199780,8.8
충청북도,충주시,2023,레저스포츠,2265162,15.0,559693,24.7
충청북도,충주시,2023,문화관광,2265162,15.0,154021,6.8
충청북도,충주시,2023,쇼핑,2265162,15.0,58062,2.6
충청북도,충주시,2023,숙박,2265162,15.0,292796,12.9
충청북도,충주시,2023,역사관광,2265162,15.0,24125,1.1
충청북도,충주시,2023,음식,2265162,15.0,806525,35.6
충청북도,충주시,2023,자연관광,2265162,15.0,105069,4.6
충청북도,충주시,2023,체험관광,2265162,15.0,65091,2.9
충청북도,충주시,2024,기타관광,2381590,15.4,178864,7.5
충청북도,충주시,2024,레저스포츠,2381590,15.4,500282,21.0
충청북도,충주시,2024,문화관광,2381590,15.4,163477,6.9
충청북도,충주시,2024,쇼핑,2381590,15.4,53341,2.2
충청북도,충주시,2024,숙박,2381590,15.4,276534,11.6
충청북도,충주시,2024,역사관광,2381590,15.4,22756,1.0
충청북도,충주시,2024,음식,2381590,15.4,1014340,42.6
충청북도,충주시,2024,자연관광,2381590,15.4,116569,4.9
충청북도,충주시,2024,체험관광,2381590,15.4,55427,2.3
